t,x,y,vx,vy
0.000202,-0.15693029531945493,-1.7024522006369747,5733.662220612525,-1740.3156327662891
0.000203,-0.1511935338633461,-1.7041588943340897,5739.741090601512,-1673.1091476473075
0.000204,-0.14545081302291632,-1.7057984176064487,5745.581600369765,-1605.973264711353
0.000205,-0.13970237055218396,-1.707370839541772,5751.184935486846,-1538.9049630815316
0.000206,-0.13394844304638193,-1.7088762262147699,5756.552228279745,-1471.9012372540085
0.000207,-0.12818926599487712,-1.7103146407021572,5761.684558463073,-1404.9590963850428
0.000208,-0.12242507383347564,-1.7116861430969585,5766.582953737636,-1338.0755635854266
0.00020899999999999998,-0.11665609999614517,-1.7129907905221122,5771.248390358011,-1271.2476752219584
0.00020999999999999998,-0.11088257696618499,-1.7142286371433781,5775.681793669735,-1204.4724802255855
0.00021099999999999998,-0.10510473632687399,-1.715399734181558,5779.884038616671,-1137.7470394058553
0.000212,-0.09932280881162601,-1.7165041299240322,5783.855950219091,-1071.0684247713198
0.000213,-0.09353702435368164,-1.7175418697356213,5787.598304022969,-1004.433718855544
0.000214,-0.08774761213536492,-1.7185129960687742,5791.111826520964,-937.8400140483708
0.000215,-0.08195480063693328,-1.7194175484730918,5794.397195545521,-871.2844119321012
0.000216,-0.07615881768504802,-1.7202555636041892,5797.4550406345,-804.764022622252
0.000217,-0.07035989050089295,-1.7210270752318997,5800.285943369721,-738.2759641125563
0.00021799999999999999,-0.06455824574796781,-1.7217321142478264,5802.890437688763,-671.8173616238754
0.00021899999999999998,-0.05875410957958331,-1.722370708672245,5805.269010170335,-605.3853469566945
0.00021999999999999998,-0.052947707686083804,-1.722942883660361,5807.422100293525,-538.9770578468772
0.00022099999999999998,-0.047139265341823826,-1.7234486615079225,5809.350100671182,-472.5896373243547
0.000222,-0.04132900745192404,-1.7238880616561951,5811.053357257671,-406.22023307443214
0.000223,-0.035517158598832234,-1.7242611006962985,5812.532169531209,-339.86599680139034
0.000224,-0.029703943088714605,-1.7245677923729072,5813.786790650974,-273.52408359406917
0.000225,-0.02388958499770254,-1.724808147587319,5814.817427589143,-207.19165129311602
0.000226,-0.018074308218019836,-1.72498217439989,5815.62424123799,-140.86585985958635
0.000227,-0.012258336504015276,-1.7250898780318407,5816.207346492148,-74.54387074458319
0.00022799999999999999,-0.006441893518125322,-1.7251312608664293,5816.56681230613,-8.222846259624234
0.00022899999999999998,-0.0006252028767916628,-1.7251063224494994,5816.702661727153,58.10005105257518
0.00022999999999999998,0.005191511803641741,-1.725015059489395,5816.614871903304,124.42765904721402
0.00023099999999999998,0.011008026861027448,-1.7248574658562488,5816.303374067053,190.76281660672362
0.000232,0.0168241185414845,-1.7246335325806403,5815.768053494087,257.10836427060246
0.000233,0.022639562953414898,-1.724343247851623,5815.008749437446,323.46714486608016
0.000234,0.02845413602144182,-1.7239865970141213,5814.025255036852,389.84200413992176
0.000235,0.03426761344024477,-1.723563562565695,5812.817317203182,456.2357913916867
0.000236,0.04007977062826672,-1.7230741241526693,5811.38463647793,522.6513601087561
0.000237,0.04589038268126819,-1.7225182585656282,5809.726866867533,589.0915686034441
0.00023799999999999998,0.05169922432570304,-1.721895939734272,5807.843615652382,655.5592806525113
0.00023899999999999998,0.057506069871890594,-1.7212071387216306,5805.734443170324,722.0573661393994
0.00023999999999999998,0.06331069316695839,-1.7204518237176363,5803.398862574431,788.5887016995079
0.00024099999999999998,0.06911286754752985,-1.7196299600320477,5800.836339564784,855.1561713688387
0.000242,0.07491236579213062,-1.7187415100867243,5798.046292093993,921.7626672363338
0.000243,0.08070896007328728,-1.7177864334072457,5795.028090046154,988.4110901002356
0.000244,0.08650242190929157,-1.7167646866138737,5791.781054888905,1055.1043501288048
0.000245,0.09229252211560322,-1.7156762234118506,5788.304459298212,1121.8453675257288
0.00024599999999999996,0.09807903075586376,-1.7145209945810294,5784.5975267555095,1188.6370732005657
0.000247,0.10386171709249356,-1.7132989479648317,5780.659431116752,1255.4824094445623
0.000248,0.10964034953684386,-1.712010028458527,5776.489296152944,1322.3843306122
0.000249,0.11541469559887481,-1.710654177996826,5772.086195061653,1389.3458038088183
0.00025,0.12118452183633045,-1.7092313355407864,5767.449149948985,1456.3698095846746
0.000251,0.12694959380338083,-1.707741437064017,5762.577131281486,1523.459342635805
0.000252,0.1327096759987007,-1.7061844155381807,5757.469057307368,1590.6174125120524
0.00025299999999999997,0.13846453181295412,-1.7045602009177852,5752.123793446455,1657.847044332639
0.000254,0.144213923475653,-1.7028687201242532,5746.540151648186,1725.15127950966
0.00025499999999999996,0.14995761200135777,-1.7011098970292657,5740.716889716976,1792.5331764798902
